Unique ID,Primary Data Element,Message ID,Message Text,Rule Logic,Severity,Property Affected,Report Section,Report Subsection,Report Label / Value,Data Point Name / Value, xPath,Related Value(s),Date Format,Number Format,Min Value,Max Value
0300.0055,ImprovementComponentType,UAD1067,"Provide the foundation details (e.g., style, material) for the structure.","If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and there is no instance of STRUCTURE_COMPONENT_DETAIL with ImprovementComponentType = ""Foundation""",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,ImprovementComponentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,,,,,
0300.0044,FoundationMaterialType,UAD1068,Provide the materials used for the foundation.,"If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and ImprovementComponentType = ""Foundation"" and (at least one instance of FOUNDATION_MATERIAL is not provided or FoundationMaterialType is not provided in a given instance of FOUNDATION_MATERIAL)",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,FoundationMaterialType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/FOUNDATIONS/FOUNDATION/FOUNDATION_MATERIALS/FOUNDATION_MATERIAL/,,,,,
0300.0045,FoundationMaterialTypeOtherDescription,UAD1069,Provide a description when foundation material = 'Other'.,"If FoundationMaterialType = ""Other"" and FoundationMaterialTypeOtherDescription is not provided in a given instance of FOUNDATION_MATERIAL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,FoundationMaterialTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/FOUNDATIONS/FOUNDATION/FOUNDATION_MATERIALS/FOUNDATION_MATERIAL/,,,,,
0300.0046,FoundationType,UAD1070,Provide the type of foundation.,"If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and ImprovementComponentType = ""Foundation"" and (at least one instance of FOUNDATION_STYLE is not provided or FoundationType is not provided in a given instance of FOUNDATION_STYLE)",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,FoundationType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/FOUNDATIONS/FOUNDATION/FOUNDATION_STYLES/FOUNDATION_STYLE/,,,,,
0300.0047,FoundationTypeOtherDescription,UAD1071,Provide a description when foundation type = 'Other'.,"If FoundationType = ""Other"" and FoundationTypeOtherDescription is not provided in a given instance of FOUNDATION_STYLE",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,FoundationTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/FOUNDATIONS/FOUNDATION/FOUNDATION_STYLES/FOUNDATION_STYLE/,,,,,
0300.0055,ImprovementComponentType,UAD1072,"Provide the roof details (e.g., estimated age, material) for the structure.","If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and there is no instance of STRUCTURE_COMPONENT_DETAIL with ImprovementComponentType = ""Roof""",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,ImprovementComponentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,,,,,
0300.0048,RoofEstimatedAgeRangeType,UAD1073,Provide the estimated age of the roof.,"If ImprovementComponentType = ""Roof"" and RoofEstimatedAgeRangeType is not provided in ROOF_DETAIL",Warning,Subject,Dwelling Exterior,Quality and Condition,Detail,RoofEstimatedAgeRangeType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/ROOF/ROOF_DETAIL/,,,,,
0300.0049,RoofObservableIndicator,UAD1074,Indicate whether the roof is observable.,"If ImprovementComponentType = ""Roof"" and RoofObservableIndicator is not provided in ROOF_DETAIL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,RoofObservableIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/ROOF/ROOF_DETAIL/,,,,,
0300.0050,RoofMaterialType,UAD1075,Provide the roof material.,"If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and ImprovementComponentType = ""Roof"" and (at least one instance of ROOF_MATERIAL is not provided or RoofMaterialType is not provided in a given instance of ROOF_MATERIAL)",Warning,Subject,Dwelling Exterior,Quality and Condition,Detail,RoofMaterialType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/ROOF/ROOF_MATERIALS/ROOF_MATERIAL/,,,,,
0300.0051,RoofMaterialTypeOtherDescription,UAD1076,Provide a description when roof material = 'Other'.,"If RoofMaterialType = ""Other"" and RoofMaterialTypeOtherDescription is not provided in a given instance of ROOF_MATERIAL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,RoofMaterialTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/ROOF/ROOF_MATERIALS/ROOF_MATERIAL/,,,,,
0300.0052,ImprovementComponentTypeAdditionalDescription,UAD1077,Provide additional description for the exterior feature being referenced.,"If ImprovementType = ""Dwelling"", and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"", and ImprovementComponentType = ""Windows"" or ""Other"", and ImprovementComponentTypeAdditionalDescription is not provided in a given instance of STRUCTURE_COMPONENT_DETAIL",Warning,Subject,Dwelling Exterior,Quality and Condition,Detail,ImprovementComponentTypeAdditionalDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,ImprovementComponentType (%RV1%),,,,
0300.0054,ImprovementComponentConditionStatusType,UAD1078,Provide the 'Condition Status'.,"If (ImprovementType = ""Dwelling"" and ImprovementComponentType <> ""Roof""), or (ImprovementType = ""Dwelling"" and ImprovementComponentType = ""Roof"" and RoofObservableIndicator = ""true""), and ImprovementComponentConditionStatusType is not provided in a given instance of STRUCTURE_COMPONENT_DETAIL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Condition Status,ImprovementComponentConditionStatusType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,ImprovementComponentType (%RV1%),,,,
0300.0055,ImprovementComponentType,UAD1079,"Provide the exterior walls and trim details (e.g., material) for the structure.","If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and there is no instance of STRUCTURE_COMPONENT_DETAIL with ImprovementComponentType = ""'ExteriorWallsAndTrim""",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,ImprovementComponentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,,,,,
0300.0098,WallMaterialType,UAD1080,Provide the exterior wall material type.,"If ImprovementType = ""Dwelling"" AND HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and ImprovementComponentType = ""ExteriorWallsAndTrim"" and (at least one instance of EXTERIOR_WALL is not provided or WallMaterialType is not provided in a given instance of EXTERIOR_WALL)",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,WallMaterialType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/EXTERIOR_WALLS/EXTERIOR_WALL/,,,,,
0300.0099,WallMaterialTypeOtherDescription,UAD1081,Provide a description when exterior wall material = 'Other'.,"If WallMaterialType = ""Other"" and WallMaterialTypeOtherDescription is not provided in a given instance of EXTERIOR_WALL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Detail,WallMaterialTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/EXTERIOR_WALLS/EXTERIOR_WALL/,,,,,
0300.0059,RowhouseTownhouseEndUnitIndicator,UAD1082,Indicate whether the rowhouse / townhouse is an end unit.,"If StructuralDesignType = ""RowhouseTownhouse"" and RowhouseTownhouseEndUnitIndicator is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Subject,Dwelling Exterior,{No Subsection},Townhouse End Unit,RowhouseTownhouseEndUnitIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0060,StructureAreaMeasure,UAD1083,Provide the 'Gross Building Area' of the outbuilding.,"If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"", and StructureAreaMeasure is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Subject,Outbuilding,{No Subsection},Gross Building Area,StructureAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,OutbuildingType (%RV1%),,,,
0300.0063,LivingUnitCount,UAD1084,Provide the number of living units in the structure.,"If ImprovementType = ""Dwelling"" or 
(ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true""), and LivingUnitCount is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Subject,,,,LivingUnitCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0063,LivingUnitCount,UAD1085,The number of living units cannot be 0 for any dwelling.,"If ImprovementType = ""Dwelling"" and LivingUnitCount = 0 in a given instance of STRUCTURE_DETAIL",Fatal,Subject,Dwelling Exterior,{No Subsection},Subject Property Units in Structure,LivingUnitCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,1,
0300.0063,LivingUnitCount,UAD1086,"The number of living units in the structure does not equal the number of units delivered in the UAD XML for the structure. For assistance with this message, contact the appraisal software vendor.","For each IMPROVEMENT, if LivingUnitCount <> the number of instances of PROPERTY_UNIT",Fatal,Subject,,,,LivingUnitCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0064,StoriesCount,UAD1087,Provide the number of 'Floors in Building'.,"If StructuralDesignType = ""Highrise"" or ""Midrise"", and StoriesCount is not provided in a given instance of STRUCTURE_DETAIL",Warning,Subject,Dwelling Exterior,{No Subsection},Floors in Building,StoriesCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0074,FactoryBuiltCertificationExaminedIndicator,UAD1088,Indicate whether the factory-built certification has been examined for an on-frame modular or modular home.,"If ImprovementType = ""Dwelling"", and ConstructionMethodType = ""Modular"" or ""OnFrameModular"", and FactoryBuiltCertificationExaminedIndicator is not provided in a given instance of STRUCTURE_DETAIL",Warning,Subject,Dwelling Exterior,{No Subsection},Factory Built Certification,FactoryBuiltCertificationExaminedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0088,HeatingSystemType,UAD1089,Provide the heating system type. Select 'None' if there is no heating system.,"If ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and LivingUnitCount > 0), and (at least one instance of HEATING_SYSTEM is not provided or HeatingSystemType is not provided in a given instance of HEATING_SYSTEM)",Fatal,Subject,,,System,HeatingSystemType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/SYSTEM/HEATING_SYSTEMS/HEATING_SYSTEM/,,,,,
0300.0089,HeatingSystemTypeOtherDescription,UAD1090,Provide a description when heating system type = 'Other'.,"If HeatingSystemType = ""Other"" and HeatingSystemTypeOtherDescription is not provided in a given instance of HEATING_SYSTEM",Fatal,Subject,,,System,HeatingSystemTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/SYSTEM/HEATING_SYSTEMS/HEATING_SYSTEM/,,,,,
0300.0101,StructureIdentifier,UAD1091,"When 'Units Excluding ADUs' is more than 1, the structure identifier must be provided for each dwelling.","If ImprovementType = ""Dwelling"" and LivingUnitExcludingADUCount > 1, and StructureIdentifier is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Subject,Dwelling Exterior,{No Subsection},{No Label},StructureIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0101,StructureIdentifier,UAD1092,The structure identifier must be unique.,If StructureIdentifier is not unique across all instances of STRUCTURE_DETAIL,Fatal,Subject,Dwelling Exterior,{No Subsection},{No Label},StructureIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0065,StructureIdentifier,UAD1093,The structure identifier must be unique.,"If @ValuationUseType = ""SalesComparable"" and StructureIdentifier is not unique across all instances of IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL for a given comp",Fatal,Sales Comparable #n,Sales Comparison Approach,Unit(s); Exterior Quality and Condition; Interior Quality and Condition,Structure ID | Unit ID,StructureIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0300.0111,OutbuildingDefectsExistIndicator,UAD1094,"Indicate whether the outbuilding has any defects, damages, or deficiencies.","If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and OutbuildingDefectsExistIndicator is not provided in a given instance of IMPROVEMENT_DETAIL",Fatal,Subject,Outbuilding,"Apparent Defects, Damages, Deficiencies",{No Label},OutbuildingDefectsExistIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,OutbuildingType (%RV1%),,,,
0300.0112,StructureExcludingVehicleStorageAndADUFinishedAreaMeasure,UAD1095,"Provide the finished area of the outbuilding, even if the value is 0.","If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and StructureExcludingVehicleStorageAndADUFinishedAreaMeasure is not provided in a given instance of STRUCTURE_DETAIL",Warning,Subject,Outbuilding,Detail,Total Area,StructureExcludingVehicleStorageAndADUFinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,OutbuildingType (%RV1%),,,,
0300.0113,StructureExcludingVehicleStorageAndADUUnfinishedAreaMeasure,UAD1096,"Provide the unfinished area of the outbuilding, even if the value is 0.","If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and StructureExcludingVehicleStorageAndADUUnfinishedAreaMeasure is not provided in a given instance of STRUCTURE_DETAIL",Warning,Subject,Outbuilding,Detail,Total Area,StructureExcludingVehicleStorageAndADUUnfinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,OutbuildingType (%RV1%),,,,
0300.0114,NonContinuousFinishedAreaIndicator,UAD1097,"Indicate whether the dwelling has any non-continuous finished area (e.g., a finished office above, below, or behind an attached garage that cannot be accessed from within any living unit).","If ImprovementType = ""Dwelling"" and LivingUnitExcludingADUCount = 1, and NonContinuousFinishedAreaIndicator is not provided in in a given instance of IMPROVEMENT_DETAIL",Fatal,Subject,Sales Comparison Approach,Dwelling(s),Noncontinuous Finished Area,NonContinuousFinishedAreaIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0116,CoreHeatingSystemBelowGradeIndicator,UAD1098,Indicate whether the core heating system for dwelling is located below grade.,"If ImprovementType = ""Dwelling"" and HeatingSystemType <> ""None"", and CoreHeatingSystemBelowGradeIndicator is not provided in SYSTEM_DETAIL for a given instance of IMPROVEMENT",Fatal,Subject,Dwelling Exterior,Mechanical System Details,Core Heating System Below Grade,CoreHeatingSystemBelowGradeIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/SYSTEM/SYSTEM_DETAIL/,,,,,
0300.0117,FrontDoorApproximateElevationRangeType,UAD1099,Provide the approximate elevation range from grade level to the bottom of the front entrance door of the dwelling.,"If FrontDoorApproximateElevationRangeType is not provided in STRUCTURE_DETAIL for a given instance of IMRPOVEMENT with ImprovementType = ""Dwelling""",Warning,Subject,Dwelling Exterior,{No Subsection},Front Door Elevation,FrontDoorApproximateElevationRangeType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
0500.0005,ManufacturedHomeFinancingProgramEligibilityType,UAD1100,"The manufactured home certification program name (e.g., Fannie Mae MH Advantage, Freddie Mac CHOICEHome) must be included when the manufactured home certification program identifier has been delivered.",If ManufacturedHomeFinancingProgramEligibilityIdentifier is provided and ManufacturedHomeFinancingProgramEligibilityType is not provided in a given instance of MANUFACTURED_HOME_FINANCING_PROGRAM,Warning,Subject,Manufactured Home,Manufactured Home Certification Program,Certification,ManufacturedHomeFinancingProgramEligibilityType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/MANUFACTURED_HOME/MANUFACTURED_HOME_FINANCING_PROGRAMS/MANUFACTURED_HOME_FINANCING_PROGRAM/,ManufacturedHomeFinancingProgramEligibilityIdentifier (%RV1%),,,,
